"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"64308100000029","Nodes","29",21.000000,65.991512,"DDS demands","Known Flow",296622.096869,672260.710138,,0.000000,,-1.729999,,-1.546996,-1.729999,,"",,"D1 PROFILE",
"64308100000030","Nodes","30",21.000000,65.736860,"DDS demands","Known Flow",296622.096869,672275.960142,,0.000000,,-7.230000,,-6.465195,-7.230000,,"",,"D1 PROFILE",
"64308100000031","Nodes","31",21.000000,65.712051,"DDS demands","Known Flow",296672.596883,672292.835147,,0.000000,,-5.079999,,-4.542626,-5.079999,,"",,"D1 PROFILE",
"64308100000016","Nodes","16",21.000000,60.634645,"DDS demands","Known Flow",296530.346844,672205.960123,,0.000000,,-5.789999,,-5.177521,-5.789999,,"",,"D1 PROFILE",
"64308100000023","Nodes","23",21.000000,59.613785,"DDS demands","Known Flow",296487.721833,672153.710109,,0.000000,,-13.689999,,-12.241842,-13.689999,,"",,"D1 PROFILE",
"64308110000041","Nodes","-41",21.000000,62.879652,"DDS demands","Known Flow",296744.221902,672448.585189,,0.000000,,-2.109999,,-1.886799,-2.109999,,"",,"D1 PROFILE",
"64308110000044","Nodes","-44",21.000000,62.875563,"Default Known Flow Node","Known Flow",296741.471902,672464.335193,,0.000000,,,,0.000000,0.000000,,"",,,
"64308101462480","Nodes","-1462480",21.000000,62.873709,"DDS demands","Known Flow",296740.596901,672470.835195,,0.000000,,-0.369999,,-0.330860,-0.369999,,"",,"D1 PROFILE",
"64308110000042","Nodes","-42",21.000000,62.875645,"Default Known Flow Node","Known Flow",296742.971902,672455.585191,,0.000000,,,,0.000000,0.000000,,"",,,
"64308110000043","Nodes","-43",21.000000,62.869818,"Default Known Flow Node","Known Flow",296756.471906,672457.460191,,0.000000,,,,0.000000,0.000000,,"",,,
"64308101462476","Nodes","-1462476",21.000000,62.833333,"DDS demands","Known Flow",296744.221902,672439.710187,,0.000000,,-1.590000,,-1.421806,-1.590000,,"",,"D1 PROFILE",
"64308101462478","Nodes","-1462478",21.000000,62.819385,"DDS demands","Known Flow",296760.596907,672458.085192,,0.000000,,-2.499999,,-2.235544,-2.499999,,"",,"D1 PROFILE",
"64308100000021","Nodes","21",21.000000,68.146678,"DDS demands","Known Flow",297052.221986,672150.585108,,0.000000,,-8.159999,,-7.296817,-8.159999,,"",,"D1 PROFILE",
"64308100000012","Nodes","12",21.000000,60.117572,"DDS demands","Known Flow",297447.597094,672119.960099,,0.000000,,-7.840000,,-7.010668,-7.840000,,"",,"D1 PROFILE",
"64308100000061","Nodes","61",21.000000,59.868921,"DDS demands","Known Flow",298035.347254,672154.460109,,0.000000,,-10.710000,,-9.577073,-10.710000,,"",,"D1 PROFILE",
"64308100000060","Nodes","60",21.000000,52.944746,"DDS demands","Known Flow",296063.096717,672560.585219,,0.000000,,-4.280000,,-3.827252,-4.280000,,"",,"D1 PROFILE",
"64308100000058","Nodes","58",21.000000,52.978346,"DDS demands","Known Flow",296044.221712,672543.085215,,0.000000,,-3.960000,,-3.541102,-3.960000,,"",,"D1 PROFILE",
"64308100000057","Nodes","P08118269, WALLHOUSE FARM NR PRIORSCROFT,-12.83scm/h",22.999998,52.648279,"CSEP DDS Matched","Known Flow",296001.846700,672533.335212,,0.000000,,,-12.830000,-11.472815,-12.830000,,"",,,"DC PROFILE"
"64308100000044","Nodes","44",21.000000,56.485265,"DDS demands","Known Flow",296537.596846,672549.460216,,0.000000,,-4.929999,,-4.408494,-4.929999,,"",,"D1 PROFILE",
"64308100000035","Nodes","35",21.000000,61.439855,"DDS demands","Known Flow",296673.346883,672558.085219,,0.000000,,-12.850000,,-11.490700,-12.850000,,"",,"D1 PROFILE",
"64308100000046","Nodes","46",21.000000,56.780922,"DDS demands","Known Flow",296581.721858,672552.835217,,0.000000,,-17.719999,,-15.845541,-17.719999,,"",,"D1 PROFILE",
"64308100000045","Nodes","45",21.000000,55.500043,"DDS demands","Known Flow",296526.346843,672645.710243,,0.000000,,-19.470000,,-17.410422,-19.470000,,"",,"D1 PROFILE",
"64308110000054","Nodes","-54",21.000000,56.809849,"Default Known Flow Node","Known Flow",296580.721858,672552.085217,,0.000000,,,,0.000000,0.000000,,"",,,
"64308100000047","Nodes","47",21.000000,61.313255,"Default Known Flow Node","Known Flow",296655.721878,672522.085209,,0.000000,,,,0.000000,0.000000,,"",,,
"64308100000036","Nodes","36",21.000000,61.086726,"DDS demands","Known Flow",296647.096876,672584.460226,,0.000000,,-2.329999,,-2.083527,-2.329999,,"",,"D1 PROFILE",
"64308100000038","Nodes","38",21.000000,58.161791,"DDS demands","Known Flow",296592.346861,672654.335245,,0.000000,,-12.459999,,-11.141954,-12.459999,,"",,"D1 PROFILE",
"64308100000048","Nodes","48",21.000000,58.102391,"DDS demands","Known Flow",296573.346856,672668.085249,,0.000000,,-3.240000,,-2.897266,-3.240000,,"",,"D1 PROFILE",
"64308100000039","Nodes","39",21.000000,58.075304,"DDS demands","Known Flow",296843.971930,672708.085260,,0.000000,,-23.299998,,-20.835275,-23.299998,,"",,"D1 PROFILE",
"64308100000063","Nodes","63",21.000000,56.231810,"DDS demands","Known Flow",296653.346878,672427.085183,,0.000000,,-6.179999,,-5.526266,-6.179999,,"",,"D1 PROFILE",
"64308100000041","Nodes","41",21.000000,62.095015,"DDS demands","Known Flow",296828.596925,672519.460208,,0.000000,-2.939999,-6.949999,,-8.843814,-9.889998,,"","C1 PROFILE","D1 PROFILE",
"64308100000040","Nodes","40",21.000000,60.855323,"DDS demands","Known Flow",296835.596927,672555.835218,,0.000000,,-10.280000,,-9.192560,-10.280000,,"",,"D1 PROFILE",
"64308100000049","Nodes","49",21.000000,60.767459,"DDS demands","Known Flow",296780.971912,672557.960219,,0.000000,,-0.939999,,-0.840564,-0.939999,,"",,"D1 PROFILE",
"64308101462482","Nodes","-1462482",21.000000,56.809849,"Default Known Flow Node","Known Flow",296582.721858,672549.460216,,0.000000,,,,0.000000,0.000000,,"",,,
"64308110000032","Nodes","-32",21.000000,66.264130,"Default Known Flow Node","Known Flow",296621.971869,672230.960130,,0.000000,,,,0.000000,0.000000,,"",,,
"64308100000064","Nodes","64",21.000000,66.264130,"Default Known Flow Node","Known Flow",296587.971860,672231.710130,,0.000000,,,,0.000000,0.000000,,"",,,
"64308101462479","Nodes","-1462479",21.000000,66.180347,"Default Known Flow Node","Known Flow",296546.971849,672242.210133,,0.000000,,,,0.000000,0.000000,,"",,,
"64308110000049","Nodes","-49",21.000000,52.058902,"DDS demands","Known Flow",295947.221686,672509.710206,,0.000000,,-12.319999,,-11.016764,-12.319999,,"",,"D1 PROFILE",
"64308110000051","Nodes","-51",21.000000,55.259890,"Default Known Flow Node","Known Flow",296279.971776,672499.585203,,0.000000,,,,0.000000,0.000000,,"",,,
"64308100000059","Nodes","59",21.000000,52.645793,"DDS demands","Known Flow",295994.221698,672531.460211,,0.000000,,-4.380000,,-3.916674,-4.380000,,"",,"D1 PROFILE",
"64308100000093","Nodes",,21.000000,52.646335,"Default Known Flow Node","Known Flow",295997.282217,672532.171782,,0.000000,,,,0.000000,0.000000,,"",,,
"64308100000094","Nodes",,21.000000,52.581552,"DDS demands","Known Flow",295986.543696,672579.142224,,0.000000,,-2.499999,,-2.235544,-2.499999,,"",,"D1 PROFILE",
"64308100000062","Nodes","62",21.000000,58.336161,"DDS demands","Known Flow",298237.847309,672345.960161,,0.000000,,-8.380000,,-7.493546,-8.380000,,"",,"D1 PROFILE",
"64308101462485","Nodes","-1462485",21.000000,56.780922,"Default Known Flow Node","Known Flow",296579.348372,672555.598565,,0.000000,,,,0.000000,0.000000,,"",,,
