"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82012700001005","Nodes","10005, P11125870, Poole Road, SCH9.6",22.999998,43.439280,"CSEP Unmatched","Known Flow",398428.355385,93120.587578,,0.000000,,,,,,,,,,,-9.600000,,-8.584492,-9.600000,,"",,,,,,,,,,,"DC PROFILE",
"820127-278","Nodes","-278",21.000000,41.300905,"Default Known Flow Node","Known Flow",398019.125000,93203.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-151560","Nodes","-151560",21.000000,41.300905,"Default Known Flow Node","Known Flow",398024.250000,93172.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000817","Nodes","817",21.000000,26.702368,"Default Known Flow Node","Known Flow",398789.250000,90434.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000818","Nodes","818",21.000000,26.658991,"Default Known Flow Node","Known Flow",398799.250000,90405.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-4904627","Nodes","-4904627",21.000000,28.856452,"Default Known Flow Node","Known Flow",398808.375000,90516.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-538","Nodes","-538",21.000000,29.154796,"Default Known Flow Node","Known Flow",398879.125000,90543.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000290","Nodes","290",21.000000,29.198183,"DDS demands","Known Flow",398946.625000,90552.750000,,0.000000,,,,,,-1.949999,,,,,,,-1.743724,-1.949999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000456","Nodes","456",21.000000,29.225670,"Default Known Flow Node","Known Flow",398977.000000,90541.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000457","Nodes","457",21.000000,29.298656,"Default Known Flow Node","Known Flow",398996.750000,90538.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000163","Nodes","163",21.000000,29.384062,"DDS demands","Known Flow",399019.875000,90534.609375,,0.000000,,,,,,-3.710000,,,,,,,-3.317548,-3.710000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000162","Nodes","162",21.000000,29.463229,"Default Known Flow Node","Known Flow",399037.375000,90531.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-531","Nodes","-531",21.000000,29.502425,"Default Known Flow Node","Known Flow",399040.000000,90531.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-647","Nodes","-647",21.000000,37.143166,"Default Known Flow Node","Known Flow",399162.000000,90999.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000563","Nodes","563",21.000000,37.030308,"DDS demands","Known Flow",399231.375000,90958.609375,,0.000000,,,,,,-7.380000,,,,,,,-6.599328,-7.380000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000032","Nodes","32",21.000000,37.196196,"DDS demands","Known Flow",399292.625000,90895.359375,,0.000000,,,,,,-8.339999,,,,,,,-7.457777,-8.339999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000030","Nodes","30",21.000000,37.781595,"DDS demands","Known Flow",399385.250000,90816.000000,,0.000000,-2.039999,,,,,-29.479999,,,,,,,-28.185748,-31.520000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82012700000019","Nodes","19",21.000000,41.119105,"DDS demands","Known Flow",399479.625000,90759.109375,,0.000000,,,,,,-5.889999,,,,,,,-5.266943,-5.889999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-73","Nodes","-73",21.000000,42.491475,"Default Known Flow Node","Known Flow",398072.625000,91650.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-246899","Nodes","-246899",21.000000,42.533714,"Default Known Flow Node","Known Flow",398144.250000,91670.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000291","Nodes","291",21.000000,27.180431,"DDS demands","Known Flow",398883.875000,90455.609375,,0.000000,,,,,,-7.210000,,,,,,,-6.447311,-7.210000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000292","Nodes","292",21.000000,27.204602,"DDS demands","Known Flow",398927.000000,90481.250000,,0.000000,,,,-1.690000,,-10.880000,,,,,,,-11.240319,-12.570000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"820127-1463015","Nodes","-1463015",21.000000,36.984654,"Default Known Flow Node","Known Flow",399234.250000,91778.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-145706","Nodes","-145706",21.000000,36.984654,"Default Known Flow Node","Known Flow",399233.000000,91781.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-825","Nodes","-825",21.000000,36.984654,"Default Known Flow Node","Known Flow",399232.500000,91783.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000651","Nodes","651",21.000000,42.047582,"DDS demands","Known Flow",398126.250000,91504.359375,,0.000000,,,,,,-18.030000,,,,,,,-16.122749,-18.030000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-31","Nodes","-31",21.000000,42.377685,"Default Known Flow Node","Known Flow",398126.000000,91533.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000650","Nodes","650",21.000000,42.626003,"DDS demands","Known Flow",398132.375000,91549.859375,,0.000000,,,,,,-28.639999,,,,,,,-25.610399,-28.639999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-53","Nodes","-53",21.000000,42.663926,"Default Known Flow Node","Known Flow",398235.875000,91584.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-45","Nodes","-45",21.000000,42.709309,"Default Known Flow Node","Known Flow",398240.500000,91566.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000747","Nodes","747",21.000000,38.522079,"DDS demands","Known Flow",398446.375000,93417.000000,,0.000000,,,,,,-0.790000,,,,,,,-0.706432,-0.790000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000396","Nodes","396",21.000000,34.182605,"DDS demands","Known Flow",397063.500000,93106.359375,,0.000000,,,,,,-0.569999,,,,,,,-0.509704,-0.569999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1393046","Nodes","-1393046",21.000000,40.952872,"Default Known Flow Node","Known Flow",399704.250000,90851.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000542","Nodes","542",21.000000,39.194310,"DDS demands","Known Flow",399769.375000,90849.500000,,0.000000,,,,,,-16.209998,,,,,,,-14.495270,-16.209998,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1463106","Nodes","-1463106",21.000000,39.078691,"Default Known Flow Node","Known Flow",397963.500000,93635.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1462983","Nodes","-1462983",21.000000,39.036058,"Default Known Flow Node","Known Flow",397977.625000,93635.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001261","Nodes","1261",21.000000,37.285255,"DDS demands","Known Flow",398242.875000,92724.359375,,0.000000,,,,,,-6.159999,,,,,,,-5.508382,-6.159999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001259","Nodes","1259",21.000000,37.343669,"DDS demands","Known Flow",398323.375000,92751.859375,,0.000000,,,,,,-5.249999,,,,,,,-4.694643,-5.249999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001094","Nodes","1094",21.000000,34.404348,"DDS demands","Known Flow",398127.500000,92669.109375,,0.000000,,,,,,-15.729999,,,,,,,-14.066047,-15.729999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000420","Nodes","420",21.000000,38.504831,"DDS demands","Known Flow",399047.500000,91732.859375,,0.000000,,,,,,-4.869999,,,,,,,-4.354840,-4.869999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000759","Nodes","759",21.000000,43.565239,"Default Known Flow Node","Known Flow",398693.125000,92616.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000757","Nodes","757",21.000000,43.565239,"Default Known Flow Node","Known Flow",398681.625000,92636.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1462916","Nodes","-1462916",21.000000,43.150877,"Default Known Flow Node","Known Flow",398435.500000,91785.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001207","Nodes","1207",21.000000,43.411856,"DDS demands","Known Flow",397704.500000,93486.109375,,0.000000,,,,,,-3.130000,,,,,,,-2.798902,-3.130000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-352","Nodes","-352",21.000000,43.496226,"Default Known Flow Node","Known Flow",397689.187500,93422.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-136","Nodes","-136",21.000000,31.408841,"Default Known Flow Node","Known Flow",397931.000000,92489.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000520","Nodes","520",21.000000,41.765437,"DDS demands","Known Flow",398465.750000,93149.859375,,0.000000,,,,,,-3.029999,,,,,,,-2.709480,-3.029999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000518","Nodes","518",21.000000,41.617537,"DDS demands","Known Flow",398475.375000,93176.109375,,0.000000,,,,,,-2.539999,,,,,,,-2.271313,-2.539999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-464","Nodes","-464",21.000000,21.414007,"Default Known Flow Node","Known Flow",399714.937500,90249.140625,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-453","Nodes","-453",21.000000,21.414007,"Default Known Flow Node","Known Flow",399746.500000,90199.039062,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-300465","Nodes","-300465",21.000000,43.673309,"Default Known Flow Node","Known Flow",399402.625000,91254.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-701","Nodes","-701",21.000000,43.673309,"Default Known Flow Node","Known Flow",399414.750000,91259.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1462847","Nodes","-1462847",21.000000,43.588972,"Default Known Flow Node","Known Flow",399427.000000,91265.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001355","Nodes","1355",21.000000,39.855474,"DDS demands","Known Flow",398528.750000,93281.609375,,0.000000,,,,,,-10.540000,,,,,,,-9.425056,-10.540000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000089","Nodes","89",21.000000,43.467595,"DDS demands","Known Flow",398555.250000,91886.609375,,0.000000,,,,,,-12.359999,,,,,,,-11.052533,-12.359999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1462697","Nodes","-1462697",21.000000,43.415008,"Default Known Flow Node","Known Flow",397451.000000,93576.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000493","Nodes","493",21.000000,31.649748,"DDS demands","Known Flow",397254.500000,92845.859375,,0.000000,,,,,,-16.509999,,,,,,,-14.763537,-16.509999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001360","Nodes","1360",21.000000,39.829785,"DDS demands","Known Flow",398624.125000,93341.609375,,0.000000,,,,,,-7.080000,,,,,,,-6.331062,-7.080000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1462955","Nodes","-1462955",21.000000,43.792417,"Default Known Flow Node","Known Flow",398612.375000,91847.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000281","Nodes","281",21.000000,42.266290,"DDS demands","Known Flow",399335.250000,91618.609375,,0.000000,,,,,,-1.850000,,,,,,,-1.654303,-1.850000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000280","Nodes","280",21.000000,42.308126,"DDS demands","Known Flow",399319.250000,91650.750000,,0.000000,,,,,,-2.349999,,,,,,,-2.101411,-2.349999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-203","Nodes","-203",21.000000,39.120834,"Default Known Flow Node","Known Flow",397963.125000,93017.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-212","Nodes","-212",21.000000,39.248466,"Default Known Flow Node","Known Flow",398001.750000,93052.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000233","Nodes","233",21.000000,35.416535,"DDS demands","Known Flow",398922.000000,91549.609375,,0.000000,,,,,,-7.040000,,,,,,,-6.295294,-7.040000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000117","Nodes","117",21.000000,41.965423,"DDS demands","Known Flow",397834.125000,91577.000000,,0.000000,,,,,,-10.079999,,,,,,,-9.013715,-10.079999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000116","Nodes","116",21.000000,42.033691,"DDS demands","Known Flow",397942.000000,91581.609375,,0.000000,,,,,,-12.060000,,,,,,,-10.784268,-12.060000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-830","Nodes","-830",21.000000,37.301886,"Default Known Flow Node","Known Flow",399040.625000,91815.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-145690","Nodes","-145690",21.000000,37.344491,"Default Known Flow Node","Known Flow",399070.250000,91768.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000662","Nodes","662",21.000000,26.757071,"DDS demands","Known Flow",398843.875000,90320.859375,,0.000000,,,,,,-16.469999,,,,,,,-14.727768,-16.469999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000663","Nodes","663",21.000000,26.672886,"DDS demands","Known Flow",398802.875000,90262.359375,,0.000000,,,,,,-2.650000,,,,,,,-2.369677,-2.650000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000153","Nodes","153",21.000000,31.744034,"DDS demands","Known Flow",399664.375000,90601.609375,,0.000000,-2.079999,,,,,-12.279999,,,,,,,-12.840969,-14.359999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"820127-358954","Nodes","-358954",21.000000,40.092672,"Default Known Flow Node","Known Flow",399405.625000,91027.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-233898","Nodes","-233898",21.000000,34.070222,"Default Known Flow Node","Known Flow",397004.125000,93238.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000820","Nodes","820",21.000000,41.559078,"DDS demands","Known Flow",397975.375000,93216.609375,,0.000000,,0.000000,,,,-3.589999,,,,,,,-3.210242,-3.589999,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82012700000821","Nodes","821",21.000000,41.530418,"DDS demands","Known Flow",397988.125000,93259.250000,,0.000000,,,,,,-4.990000,,,,,,,-4.462147,-4.990000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000171","Nodes","171",21.000000,28.600525,"DDS demands","Known Flow",398672.937500,90408.671875,,0.000000,,,,,,-16.750000,,,-6.000000,,,,-20.343458,-22.750000,,"",,,,,,"D1 PROFILE",,,"I2 PROFILE",,,
"820127-157190","Nodes","-157190",21.000000,28.600525,"Default Known Flow Node","Known Flow",398668.500000,90411.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1463180","Nodes","-1463180",21.000000,39.271521,"Default Known Flow Node","Known Flow",397578.875000,93350.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000502","Nodes","502",21.000000,39.492182,"DDS demands","Known Flow",398030.250000,93591.359375,,0.000000,,,,,,-1.519999,,,,,,,-1.359211,-1.519999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001236","Nodes","1236",21.000000,40.080072,"DDS demands","Known Flow",398136.250000,93605.109375,,0.000000,,,,,,-22.530001,,,,,,,-20.146730,-22.530001,,"",,,,,,"D1 PROFILE",,,,,,
"820127-272379","Nodes","-272379",21.000000,42.865034,"Default Known Flow Node","Known Flow",400296.500000,90372.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000787","Nodes","787",21.000000,42.865034,"Default Known Flow Node","Known Flow",400295.250000,90368.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1462993","Nodes","-1462993",21.000000,42.867010,"Default Known Flow Node","Known Flow",400341.875000,90281.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000015","Nodes","15",21.000000,43.571905,"DDS demands","Known Flow",399588.375000,90763.859375,,0.000000,-31.000000,,-4.619999,,,-0.529999,,,,,,,-32.325977,-36.150000,,"","C1 PROFILE",,"C3  PROFILE",,,"D1 PROFILE",,,,,,
"82012700000016","Nodes","16",21.000000,41.324482,"DDS demands","Known Flow",399571.750000,90753.609375,,0.000000,,,,-9.989999,,-6.910000,,,,,,,-15.112282,-16.899999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"820127-1462927","Nodes","-1462927",21.000000,38.540745,"Default Known Flow Node","Known Flow",398578.375000,93418.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000601","Nodes","601",21.000000,38.540745,"DDS demands","Known Flow",398576.500000,93405.609375,,0.000000,,,,,,-3.240000,,,,,,,-2.897266,-3.240000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000599","Nodes","599",21.000000,38.542405,"DDS demands","Known Flow",398588.500000,93403.500000,,0.000000,,,,,,-3.339999,,,,,,,-2.986687,-3.339999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000595","Nodes","595",21.000000,38.619891,"DDS demands","Known Flow",398558.375000,93467.250000,,0.000000,,,,,,-0.289999,,,,,,,-0.259323,-0.289999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1462703","Nodes","-1462703",21.000000,37.685324,"Default Known Flow Node","Known Flow",397441.875000,93361.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1462699","Nodes","-1462699",21.000000,33.636739,"Default Known Flow Node","Known Flow",397866.750000,92752.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001120","Nodes","1120",21.000000,33.637085,"DDS demands","Known Flow",397879.625000,92747.109375,,0.000000,,,,,,-12.199999,,,,,,,-10.909458,-12.199999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001095","Nodes","1095",21.000000,34.392741,"DDS demands","Known Flow",398125.250000,92670.109375,,0.000000,,,,,,-6.510000,,,,,,,-5.821358,-6.510000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1463130","Nodes","-1463130",21.000000,43.481662,"Default Known Flow Node","Known Flow",397633.000000,93611.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001216","Nodes","1216",21.000000,43.566024,"DDS demands","Known Flow",397631.125000,93640.000000,,0.000000,,,,,,-2.009999,,,,,,,-1.797377,-2.009999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000229","Nodes","229",21.000000,35.202935,"DDS demands","Known Flow",398836.750000,90872.500000,,0.000000,,,,,,-8.970000,,,,,,,-8.021135,-8.970000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-624","Nodes","-624",21.000000,34.692010,"Default Known Flow Node","Known Flow",398862.000000,90843.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1462981","Nodes","-1462981",21.000000,34.520574,"Default Known Flow Node","Known Flow",398905.125000,90784.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000604","Nodes","604",21.000000,33.768175,"DDS demands","Known Flow",397070.375000,92847.250000,,0.000000,,,,,,-4.900000,,,,,,,-4.381668,-4.900000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000631","Nodes","631",21.000000,42.776353,"DDS demands","Known Flow",400311.000000,90238.000000,,0.000000,,,,,,-0.620000,,,,,,,-0.554415,-0.620000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-461","Nodes","-461",21.000000,42.789976,"Default Known Flow Node","Known Flow",400313.875000,90241.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000137","Nodes","137",21.000000,42.867039,"DDS demands","Known Flow",400338.125000,90276.000000,,0.000000,,,,-16.440000,,-25.040000,,,-33.459999,,,,-67.012690,-74.939999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,"I2 PROFILE",,,
"82012700000379","Nodes","379",21.000000,42.867014,"Default Known Flow Node","Known Flow",400341.000000,90281.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000465","Nodes","465",21.000000,38.813116,"DDS demands","Known Flow",398339.875000,93562.609375,,0.000000,,,,,,-2.669999,,,,,,,-2.387561,-2.669999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000466","Nodes","466",21.000000,38.893155,"DDS demands","Known Flow",398345.000000,93580.250000,,0.000000,,,,,,-1.559999,,,,,,,-1.394979,-1.559999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000354","Nodes","354",21.000000,41.471453,"DDS demands","Known Flow",399232.375000,91601.359375,,0.000000,,,,,,-5.899999,,,,,,,-5.275885,-5.899999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000355","Nodes","355",21.000000,41.466098,"DDS demands","Known Flow",399189.000000,91622.859375,,0.000000,,,,,,-2.929999,,,,,,,-2.620058,-2.929999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000368","Nodes","368",21.000000,35.444098,"DDS demands","Known Flow",398399.375000,92506.359375,,0.000000,,,,,,-14.590000,,,,,,,-13.046639,-14.590000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000461","Nodes","461",21.000000,29.596892,"DDS demands","Known Flow",398065.000000,92510.609375,,0.000000,,,,,,-3.469999,,,,,,,-3.102936,-3.469999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000528","Nodes","528",21.000000,29.381220,"DDS demands","Known Flow",398052.000000,92590.609375,,0.000000,,,,,,-3.749999,,,,,,,-3.353317,-3.749999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1462894","Nodes","-1462894",21.000000,35.537666,"Default Known Flow Node","Known Flow",399109.125000,91004.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-153843","Nodes","-153843",21.000000,68.403380,"Default Known Flow Node","Known Flow",398755.125000,91243.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-469","Nodes","-469",21.000000,25.892075,"Default Known Flow Node","Known Flow",398985.406250,90264.531250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-466","Nodes","-466",21.000000,25.892075,"Default Known Flow Node","Known Flow",398980.718750,90254.593750,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000027","Nodes","27, ""SOP10281"", ""Woodlands Avenue, Poole"", 13.48",24.000000,40.668175,"CSEP DDS Matched","Known Flow",399496.125000,91123.109375,,0.000000,,,,,,-19.450000,-13.480000,,,,,,-29.446596,-32.930000,,"",,,,,,"D1 PROFILE","DC PROFILE",,,,,
"82012700000026","Nodes","26",21.000000,40.776426,"DDS demands","Known Flow",399602.375000,91230.609375,,0.000000,,,,,,-40.539999,,,,,,,-36.251591,-40.539999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000829","Nodes","829",21.000000,34.614799,"DDS demands","Known Flow",398172.000000,92497.359375,,0.000000,,,,,,-0.720000,,,,,,,-0.643836,-0.720000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000352","Nodes","352",21.000000,42.120597,"DDS demands","Known Flow",399191.875000,91461.250000,,0.000000,,,,,,-8.879999,,,,,,,-7.940654,-8.879999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-726","Nodes","-726",21.000000,43.566283,"Default Known Flow Node","Known Flow",399280.500000,91398.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-708","Nodes","-708",21.000000,43.631136,"Default Known Flow Node","Known Flow",399383.125000,91309.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-707","Nodes","-707",21.000000,43.715486,"Default Known Flow Node","Known Flow",399370.750000,91302.640625,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-730","Nodes","-730",21.000000,43.786331,"Default Known Flow Node","Known Flow",399288.125000,91407.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-731","Nodes","-731",21.000000,43.824234,"Default Known Flow Node","Known Flow",399286.875000,91408.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000350","Nodes","350",21.000000,43.738327,"DDS demands","Known Flow",399289.750000,91416.859375,,0.000000,,,,,,-2.419999,,,,,,,-2.164007,-2.419999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-740","Nodes","-740",21.000000,43.432828,"Default Known Flow Node","Known Flow",399310.000000,91439.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000190","Nodes","190",21.000000,43.349995,"DDS demands","Known Flow",399327.875000,91453.109375,,0.000000,,,,,,-1.729999,,,,,,,-1.546996,-1.729999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000376","Nodes","376",21.000000,29.217706,"DDS demands","Known Flow",398828.625000,90618.109375,,0.000000,,,,,,-3.660000,,,,,,,-3.272837,-3.660000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-1463071","Nodes","-1463071",21.000000,39.798133,"Default Known Flow Node","Known Flow",399059.750000,91686.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
