"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"96121309704011","Nodes","9704011","21.000000","35.834079","DDS demands","Known Flow","584700.500000","112889.500000","","0.000000","","","","-28.688000","","-25.653322","-28.688000","","","","","","D1 PROFILE",""
"96121309704070","Nodes","9704070","21.000000","34.340686","DDS demands","Known Flow","587458.375000","112481.703125","","0.000000","","","","-10.392000","","-9.292712","-10.392000","","","","","","D1 PROFILE",""
"96121309704071","Nodes","9704071","21.000000","35.827031","DDS demands","Known Flow","587578.500000","112609.750000","","0.000000","","","","-1.603000","","-1.433431","-1.603000","","","","","","D1 PROFILE",""
"96121309704078","Nodes","9704078","21.000000","33.590011","DDS demands","Known Flow","588486.375000","113771.500000","","0.000000","","","","-29.061000","","-25.986867","-29.061000","","","","","","D1 PROFILE",""
"96121309704077","Nodes","9704077","21.000000","33.250105","DDS demands","Known Flow","588255.125000","113840.296875","","0.000000","","","","-12.720999","","-11.375345","-12.720999","","","","","","D1 PROFILE",""
"961213-110644","Nodes","-110644","21.000000","34.784989","Default Known Flow Node","Known Flow","585922.250000","111950.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704042","Nodes","9704042","21.000000","26.901579","DDS demands","Known Flow","586084.375000","111643.750000","","0.000000","","","","-36.993999","","-33.080696","-36.993999","","","","","","D1 PROFILE",""
"961213-110651","Nodes","-110651","21.000000","27.169198","Default Known Flow Node","Known Flow","586120.000000","111759.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704001","Nodes","9704001, ""WAITE LANE""","21.000000","35.999999","Default Known Pressure Node","Known Pressure","587469.125000","111976.500000","","5149.999957","","","","","","489.464910","547.366574","","","","","","",""
"96121309704055","Nodes","9704055","21.000000","35.732506","DDS demands","Known Flow","587464.375000","111967.382812","","0.000000","","","","-7.902999","","-7.067004","-7.902999","","","","","","D1 PROFILE",""
"961213-119535","Nodes","-119535","21.000000","29.847694","Default Known Flow Node","Known Flow","587273.000000","111753.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704051","Nodes","9704051","21.000000","29.563325","DDS demands","Known Flow","587278.750000","111755.250000","","0.000000","","","","-10.977000","","-9.815830","-10.977000","","","","","","D1 PROFILE",""
"96121309704050","Nodes","9704050","21.000000","29.253837","DDS demands","Known Flow","587289.125000","111708.000000","","0.000000","","","","-12.701000","","-11.357461","-12.701000","","","","","","D1 PROFILE",""
"96121309704052","Nodes","9704052","21.000000","31.168149","DDS demands","Known Flow","587348.250000","111850.000000","","0.000000","","","","-12.741000","","-11.393230","-12.741000","","","","","","D1 PROFILE",""
"96121309704053","Nodes","9704053","21.000000","32.981294","DDS demands","Known Flow","587461.500000","111927.382812","","0.000000","","","","-18.405999","","-16.458974","-18.405999","","","","","","D1 PROFILE",""
"961213-119560","Nodes","-119560","21.000000","35.679989","Default Known Flow Node","Known Flow","587461.875000","111966.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704054","Nodes","9704054","21.000000","33.307029","DDS demands","Known Flow","587480.125000","111938.250000","","0.000000","","","","-45.310002","","-40.517013","-45.310002","","","","","","D1 PROFILE",""
"961213-119565","Nodes","-119565","21.000000","31.194337","Default Known Flow Node","Known Flow","587468.625000","111841.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-119564","Nodes","-119564","21.000000","31.237804","Default Known Flow Node","Known Flow","587467.625000","111822.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-119557","Nodes","-119557","21.000000","31.194337","Default Known Flow Node","Known Flow","587455.750000","111842.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704043","Nodes","9704043","21.000000","27.648621","DDS demands","Known Flow","587310.000000","111430.750000","","0.000000","","-2.219999","","-25.159999","","-24.483685","-27.380000","","","","C3 PROFILE","","D1 PROFILE",""
"96121309704046","Nodes","9704046","21.000000","27.614828","DDS demands","Known Flow","587528.125000","111504.132812","","0.000000","","","","-15.846000","","-14.169776","-15.846000","","","","","","D1 PROFILE",""
"961213-119607","Nodes","-119607","21.000000","27.074106","Default Known Flow Node","Known Flow","587731.625000","111759.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-119609","Nodes","-119609","21.000000","26.767491","Default Known Flow Node","Known Flow","587773.375000","111786.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704060","Nodes","9704060","21.000000","33.045934","DDS demands","Known Flow","586784.625000","112170.250000","","0.000000","","","","-22.902000","","-20.479379","-22.902000","","","","","","D1 PROFILE",""
"96121309704061","Nodes","9704061","21.000000","33.742323","DDS demands","Known Flow","586970.000000","112284.132812","","0.000000","","","","-26.228001","","-23.453548","-26.228001","","","","","","D1 PROFILE",""
"961213-119523","Nodes","-119523","21.000000","32.312564","Default Known Flow Node","Known Flow","587173.125000","112050.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704064","Nodes","9704064","21.000000","32.183465","DDS demands","Known Flow","587203.000000","112058.250000","","0.000000","","","","-14.475000","","-12.943804","-14.475000","","","","","","D1 PROFILE",""
"96121309704065","Nodes","9704065","21.000000","31.738599","DDS demands","Known Flow","587405.500000","112125.632812","","0.000000","","","","-13.506999","","-12.078200","-13.506999","","","","","","D1 PROFILE",""
"961213-119531","Nodes","-119531","21.000000","32.077471","Default Known Flow Node","Known Flow","587258.000000","112044.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704068","Nodes","9704068","21.000000","32.805284","DDS demands","Known Flow","587422.625000","112195.500000","","0.000000","","","","-37.124999","","-33.197838","-37.124999","","","","","","D1 PROFILE",""
"961213-119547","Nodes","-119547","21.000000","33.554541","Default Known Flow Node","Known Flow","587356.500000","112372.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-119554","Nodes","-119554","21.000000","32.935314","Default Known Flow Node","Known Flow","587425.750000","112108.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704067","Nodes","9704067","21.000000","33.245118","DDS demands","Known Flow","587167.125000","112164.750000","","0.000000","","","","-24.423999","","-21.840378","-24.423999","","","","","","D1 PROFILE",""
"96121309704066","Nodes","9704066","21.000000","32.938651","DDS demands","Known Flow","587425.375000","112106.000000","","0.000000","","","","-37.830003","","-33.828268","-37.830003","","","","","","D1 PROFILE",""
"96121309704062","Nodes","9704062","21.000000","32.814976","DDS demands","Known Flow","587602.625000","112153.000000","","0.000000","","","","-15.281000","","-13.664544","-15.281000","","","","","","D1 PROFILE",""
"961213-119595","Nodes","-119595","21.000000","32.814976","Default Known Flow Node","Known Flow","587610.625000","112155.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-119597","Nodes","-119597","21.000000","33.117418","Default Known Flow Node","Known Flow","587640.625000","112020.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309606203","Nodes","9606203","21.000000","36.490586","DDS demands","Known Flow","584468.375000","112568.500000","","0.000000","","","","-1.682999","","-1.504968","-1.682999","","","","","","D1 PROFILE",""
"96121309606170","Nodes","9606170","21.000000","33.378938","DDS demands","Known Flow","584290.125000","112518.750000","","0.000000","","","","-29.120999","","-26.040519","-29.120999","","","","","","D1 PROFILE",""
"961213-131869","Nodes","-131869","21.000000","36.145212","Default Known Flow Node","Known Flow","584531.750000","112608.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309606171","Nodes","9606171","21.000000","36.142195","DDS demands","Known Flow","584532.500000","112609.132812","","0.000000","","","","-10.563999","","-9.446518","-10.563999","","","","","","D1 PROFILE",""
"961213-131874","Nodes","-131874","21.000000","33.077717","Default Known Flow Node","Known Flow","585697.000000","113294.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704010","Nodes","9704010","21.000000","33.077717","Default Known Flow Node","Known Flow","585714.875000","113304.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-131878","Nodes","-131878","21.000000","32.687532","Default Known Flow Node","Known Flow","585747.000000","113320.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704003","Nodes","9704003, ""TONGS HOUSE""","21.000000","34.999999","Default Known Pressure Node","Known Pressure","588453.750000","113122.882812","","7395.000131","","","","","","249.696463","279.234514","","","","","","",""
"961213-119246","Nodes","-119246","21.000000","34.750637","Default Known Flow Node","Known Flow","588461.875000","113132.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704082","Nodes","9704082","21.000000","34.700188","Default Known Flow Node","Known Flow","588469.875000","113126.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704080","Nodes","9704080","21.000000","33.662992","DDS demands","Known Flow","588735.750000","113366.500000","","0.000000","","","","-17.931999","","-16.035115","-17.931999","","","","","","D1 PROFILE",""
"96121309704083","Nodes","9704083","21.000000","33.052992","DDS demands","Known Flow","588868.750000","113332.132812","","0.000000","","","","-20.684000","","-18.496003","-20.684000","","","","","","D1 PROFILE",""
"961213-119257","Nodes","-119257","21.000000","33.487960","Default Known Flow Node","Known Flow","588736.000000","113377.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-125926","Nodes","-125926","21.000000","34.494342","Default Known Flow Node","Known Flow","586228.875000","113719.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-125928","Nodes","-125928","21.000000","34.494342","Default Known Flow Node","Known Flow","586242.875000","113719.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704145","Nodes","9704145","21.000000","34.133678","DDS demands","Known Flow","586284.000000","113586.632812","","0.000000","","","","-16.410000","","-14.674116","-16.410000","","","","","","D1 PROFILE",""
"96121309704092","Nodes","9704092","21.000000","34.235220","DDS demands","Known Flow","586335.500000","113619.500000","","0.000000","","","","-11.632000","","-10.401542","-11.632000","","","","","","D1 PROFILE",""
"961213-123436","Nodes","-123436","21.000000","29.209491","Default Known Flow Node","Known Flow","587420.750000","113989.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-123434","Nodes","-123434","21.000000","29.209491","Default Known Flow Node","Known Flow","587394.500000","114021.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-123440","Nodes","-123440","21.000000","30.405106","Default Known Flow Node","Known Flow","587731.375000","114036.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-123442","Nodes","-123442","21.000000","30.405106","Default Known Flow Node","Known Flow","587759.125000","114067.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-123444","Nodes","-123444","21.000000","30.274694","Default Known Flow Node","Known Flow","587779.750000","114094.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704201","Nodes","9704201","21.000000","32.925463","Default Known Flow Node","Known Flow","588894.750000","113334.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704209","Nodes","9704209","21.000000","32.573028","Default Known Flow Node","Known Flow","589006.312500","113421.898437","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704084","Nodes","9704084","21.000000","32.324985","DDS demands","Known Flow","589133.375000","113517.500000","","0.000000","","","","-12.469000","","-11.150002","-12.469000","","","","","","D1 PROFILE",""
"96121309704196","Nodes","9704196","21.000000","34.722232","Default Known Flow Node","Known Flow","588464.250000","113131.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704199","Nodes","9704199","21.000000","34.499939","Default Known Flow Node","Known Flow","588546.375000","113247.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704152","Nodes","9704152","21.000000","33.740412","Default Known Flow Node","Known Flow","588666.312500","113337.398437","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704079","Nodes","9704079","21.000000","32.913103","DDS demands","Known Flow","588735.875000","113535.132812","","0.000000","","","","-26.702000","","-23.877407","-26.702000","","","","","","D1 PROFILE",""
"96121309704191","Nodes","9704191","21.000000","32.956047","Default Known Flow Node","Known Flow","588861.812500","113607.101562","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309705190","Nodes","9705190","21.000000","32.913103","Default Known Flow Node","Known Flow","588997.250000","113705.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704185","Nodes","9704185","21.000000","33.723698","DDS demands","Known Flow","588647.125000","113690.601562","","0.000000","","","","-0.301999","","-0.270053","-0.301999","","","","","","D1 PROFILE",""
"96121309704176","Nodes","9704176","21.000000","29.143184","DDS demands","Known Flow","586705.687500","113809.101562","","0.000000","","-2.450000","","-20.431998","","-20.461493","-22.881998","","","","C3 PROFILE","","D1 PROFILE",""
"96121309704057","Nodes","9704057","21.000000","29.083924","DDS demands","Known Flow","586275.687500","112009.000000","","0.000000","","","","-9.717000","","-8.689115","-9.717000","","","","","","D1 PROFILE",""
"96121309704161","Nodes","9704161","21.000000","29.530062","Default Known Flow Node","Known Flow","586165.625000","111934.703125","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704160","Nodes","9704160","21.000000","34.613714","Default Known Flow Node","Known Flow","586094.000000","111999.703125","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704058","Nodes","9704058","21.000000","34.525493","DDS demands","Known Flow","586184.375000","112068.703125","","0.000000","","","","-3.548000","","-3.172685","-3.548000","","","","","","D1 PROFILE",""
"961213-110668","Nodes","-110668","21.000000","34.352078","Default Known Flow Node","Known Flow","586503.000000","112174.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704156","Nodes","9704156","21.000000","33.938891","Default Known Flow Node","Known Flow","586654.812500","112192.203125","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704019","Nodes","9704019","21.000000","34.810403","Default Known Flow Node","Known Flow","584959.187500","113130.398437","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704018","Nodes","9704018","21.000000","35.624238","Default Known Flow Node","Known Flow","584629.812500","112758.898437","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704142","Nodes","9704142","21.000000","32.077686","Default Known Flow Node","Known Flow","587250.500000","112038.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121399704020","Nodes","99704020","21.000000","33.067976","Default Known Flow Node","Known Flow","585691.625000","113304.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704177","Nodes","9704177","21.000000","28.973684","DDS demands","Known Flow","587376.000000","113976.632812","","0.000000","","","","-34.383000","","-30.745894","-34.383000","","","","","","D1 PROFILE",""
"96121309704158","Nodes","9704158","21.000000","34.251833","Default Known Flow Node","Known Flow","586228.375000","112087.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704059","Nodes","9704059","21.000000","34.393032","DDS demands","Known Flow","586461.812500","112168.398437","","0.000000","","","","-19.927999","","-17.819973","-19.927999","","","","","","D1 PROFILE",""
"96121309704157","Nodes","9704157","21.000000","34.348774","Default Known Flow Node","Known Flow","586501.500000","112174.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704162","Nodes","9704162","21.000000","28.995048","Default Known Flow Node","Known Flow","586344.625000","112023.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704164","Nodes","9704164","21.000000","28.043385","Default Known Flow Node","Known Flow","586014.625000","111666.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704166","Nodes","9704166","21.000000","26.638554","Default Known Flow Node","Known Flow","586155.500000","111614.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704168","Nodes","9704168","21.000000","26.628340","Default Known Flow Node","Known Flow","586173.625000","111606.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704167","Nodes","9704167","21.000000","26.549444","Default Known Flow Node","Known Flow","586221.375000","111702.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704169","Nodes","9704169","21.000000","25.519616","Default Known Flow Node","Known Flow","586323.500000","111586.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704170","Nodes","9704170","21.000000","25.265818","Default Known Flow Node","Known Flow","586330.250000","111590.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704172","Nodes","9704172","21.000000","24.998033","Default Known Flow Node","Known Flow","586474.000000","111725.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704171","Nodes","9704171","21.000000","25.043811","Default Known Flow Node","Known Flow","586428.625000","111581.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-110663","Nodes","-110663","21.000000","25.043811","Default Known Flow Node","Known Flow","586434.875000","111588.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704045","Nodes","9704045","21.000000","29.290246","DDS demands","Known Flow","587249.500000","111697.750000","","0.000000","","","","-16.360000","","-14.629405","-16.360000","","","","","","D1 PROFILE",""
"96121309704253","Nodes","9704253","21.000000","29.351066","Default Known Flow Node","Known Flow","587254.125000","111698.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704249","Nodes","9704249","21.000000","29.056782","Default Known Flow Node","Known Flow","587353.375000","111731.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704254","Nodes","9704254","21.000000","31.168149","Default Known Flow Node","Known Flow","587333.750000","111896.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704049","Nodes","9704049","21.000000","29.019520","DDS demands","Known Flow","587478.500000","111760.000000","","0.000000","","","","-25.945999","","-23.201377","-25.945999","","","","","","D1 PROFILE",""
"96121309704039","Nodes","9704039","21.000000","35.719302","Default Known Flow Node","Known Flow","587467.375000","111962.632812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704239","Nodes","9704239","21.000000","31.194337","Default Known Flow Node","Known Flow","587468.875000","111845.382812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704118","Nodes","9704118","21.000000","31.194337","Default Known Flow Node","Known Flow","587472.125000","111845.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961213-119570","Nodes","-119570","21.000000","31.194337","Default Known Flow Node","Known Flow","587473.250000","111855.882812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704087","Nodes","9704087","21.000000","32.700339","Default Known Flow Node","Known Flow","587496.375000","111911.132812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704086","Nodes","9704086","21.000000","35.516066","Default Known Flow Node","Known Flow","587498.375000","111913.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96121309704150","Nodes","9704150","21.000000","34.714390","DDS demands","Known Flow","587658.500000","111911.250000","","0.000000","","","","-17.014999","","-15.215117","-17.014999","","","","","","D1 PROFILE",""
"96121309704238","Nodes","9704238","21.000000","31.107417","Default Known Flow Node","Known Flow","587510.500000","111842.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
