"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96122905709074","Nodes","-416800","21.000000","37.074770","Default Known Flow Node","Known Flow","584608.480000","138459.465000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709028","Nodes","5709028","21.000000","36.953668","DDS demands","Known Flow","584562.355000","138499.465000","","0.000000","","-5.509999","","","-4.927140","-5.509999","","","","D1 PROFILE","",""
"96122905709027","Nodes","5709027","21.000000","37.115266","DDS demands","Known Flow","584609.855000","138438.340000","","0.000000","","-5.079999","","","-4.542626","-5.079999","","","","D1 PROFILE","",""
"96122905709073","Nodes","-416799","21.000000","37.042053","DDS demands","Known Flow","584586.480000","138434.090000","","0.000000","","-5.899999","","","-5.275885","-5.899999","","","","D1 PROFILE","",""
"96122905709075","Nodes","-416806","21.000000","39.420042","Default Known Flow Node","Known Flow","584689.105000","138348.965000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709021","Nodes","5709021","21.000000","37.872713","DDS demands","Known Flow","584676.105000","138440.715000","","0.000000","","0.000000","","","0.000000","0.000000","","","","D1 PROFILE","",""
"96122905709019","Nodes","5709019","21.000000","39.608253","DDS demands","Known Flow","584768.355000","138373.840000","","0.000000","","-3.089999","","","-2.763133","-3.089999","","","","D1 PROFILE","",""
"96122905709041","Nodes","5709041","21.000000","39.522605","Default Known Flow Node","Known Flow","584771.230000","138374.590000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709045","Nodes","5709045","21.000000","39.996026","Default Known Flow Node","Known Flow","584822.105000","138497.590000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709078","Nodes","-416816","21.000000","39.637263","Default Known Flow Node","Known Flow","584973.480000","138405.965000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709042","Nodes","5709042","21.000000","39.623023","DDS demands","Known Flow","584968.730000","138407.340000","","0.000000","","-1.830000","","","-1.636418","-1.830000","","","","D1 PROFILE","",""
"96122905709043","Nodes","5709043","21.000000","39.621194","DDS demands","Known Flow","584895.980000","138413.465000","","0.000000","","-0.560000","","","-0.500762","-0.560000","","","","D1 PROFILE","",""
"96122905709029","Nodes","5709029","21.000000","35.428515","Default Known Flow Node","Known Flow","584644.855000","138497.465000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709080","Nodes","-419849","21.000000","35.429542","Default Known Flow Node","Known Flow","584645.605000","138497.590000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709093","Nodes","-420458","21.000000","35.426448","DDS demands","Known Flow","584642.105000","138489.090000","","0.000000","","-1.840000","","","-1.645360","-1.840000","","","","D1 PROFILE","",""
"96122905709063","Nodes","5709063","21.000000","43.463321","DDS demands","Known Flow","585036.105000","138455.590000","","0.000000","-5.379999","-7.199999","","","-11.249261","-12.579999","","","C4 PROFILE","D1 PROFILE","",""
"96122905709062","Nodes","5709062","21.000000","44.361407","DDS demands","Known Flow","585145.355000","138461.840000","","0.000000","-4.269999","-4.530000","","","-7.869117","-8.799999","","","C4 PROFILE","D1 PROFILE","",""
"96122905709065","Nodes","5709065","21.000000","43.624549","DDS demands","Known Flow","585046.855000","138376.840000","","0.000000","-2.039999","-9.960000","","","-10.730614","-12.000000","","","C4 PROFILE","D1 PROFILE","",""
"96122905709064","Nodes","5709064","21.000000","44.328440","DDS demands","Known Flow","585132.355000","138344.840000","","0.000000","","-4.230000","","","-3.782541","-4.230000","","","","D1 PROFILE","",""
"96122905709090","Nodes","-419881","21.000000","44.365994","Default Known Flow Node","Known Flow","585146.355000","138469.340000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709087","Nodes","-419875","21.000000","44.316822","Default Known Flow Node","Known Flow","585106.855000","138223.465000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709067","Nodes","SEP01651, TENTERDEN ROAD, 12.65","22.999998","44.353784","CSEP DDS Matched","Known Flow","585106.355000","138136.715000","","0.000000","","-2.559999","-12.649999","","-13.601053","-15.209998","","","","D1 PROFILE","DC PROFILE",""
"96122905709088","Nodes","-419877","21.000000","44.323689","Default Known Flow Node","Known Flow","585130.855000","138300.715000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709066","Nodes","5709066","21.000000","44.319169","DDS demands","Known Flow","585119.355000","138260.340000","","0.000000","","-6.269999","","","-5.606746","-6.269999","","","","D1 PROFILE","",""
"96122905709089","Nodes","-419878","21.000000","44.328399","Default Known Flow Node","Known Flow","585132.355000","138344.465000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709057","Nodes","5709057","21.000000","44.255285","Default Known Flow Node","Known Flow","585154.105000","138493.340000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709092","Nodes","-419893","21.000000","44.653168","Default Known Flow Node","Known Flow","585233.355000","138436.965000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709061","Nodes","5709061","21.000000","44.455003","DDS demands","Known Flow","585283.105000","138479.840000","","0.000000","","-4.610000","","","-4.122344","-4.610000","","","","D1 PROFILE","",""
"96122905709085","Nodes","-419863","21.000000","40.135070","DDS demands","Known Flow","584890.355000","138493.090000","","0.000000","","-6.329999","","","-5.660399","-6.329999","","","","D1 PROFILE","",""
"96122905709046","Nodes","5709046","21.000000","40.250575","Default Known Flow Node","Known Flow","584877.730000","138506.715000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709022","Nodes","5709022","21.000000","35.443815","DDS demands","Known Flow","584684.855000","138507.340000","","0.000000","","-8.449999","","","-7.556141","-8.449999","","","","D1 PROFILE","",""
"96122905709036","Nodes","5709036","21.000000","26.552101","Default Known Flow Node","Known Flow","584576.730000","138584.965000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709079","Nodes","-419846","21.000000","26.653014","Default Known Flow Node","Known Flow","584623.980000","138571.340000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709030","Nodes","5709030","21.000000","35.409405","DDS demands","Known Flow","584621.730000","138525.215000","","0.000000","","-2.650000","","","-2.369677","-2.650000","","","","D1 PROFILE","",""
"96122905709035","Nodes","5709035","21.000000","26.112824","DDS demands","Known Flow","584642.105000","138595.590000","","0.000000","","-8.339999","","","-7.457777","-8.339999","","","","D1 PROFILE","",""
"96122905709034","Nodes","5709034","21.000000","26.602106","DDS demands","Known Flow","584655.605000","138570.590000","","0.000000","","-6.880000","","","-6.152219","-6.880000","","","","D1 PROFILE","",""
"96122905709082","Nodes","-419855","21.000000","26.424820","DDS demands","Known Flow","584695.605000","138592.215000","","0.000000","","-9.679999","","","-8.656029","-9.679999","","","","D1 PROFILE","",""
"96122905709033","Nodes","5709033","21.000000","26.667833","Default Known Flow Node","Known Flow","584686.605000","138567.840000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709040","Nodes","5709040","21.000000","35.133294","DDS demands","Known Flow","584726.855000","138510.215000","","0.000000","","-3.209999","","","-2.870439","-3.209999","","","","D1 PROFILE","",""
"96122905709031","Nodes","5709031","21.000000","35.293613","Default Known Flow Node","Known Flow","584683.855000","138513.590000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709039","Nodes","5709039","21.000000","25.301771","Default Known Flow Node","Known Flow","584745.480000","138561.340000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709032","Nodes","P14134400, SANDEMAN WAY CSEP, 17.08 SCMH","24.000000","25.218921","CSEP Unmatched","Known Flow","584688.266246","138651.197190","","0.000000","","","","-17.079999","-15.273241","-17.079999","","","","","","DC PROFILE"
"96122905709083","Nodes","-419858","21.000000","39.760797","DDS demands","Known Flow","584808.855000","138510.090000","","0.000000","","-8.869999","","","-7.931712","-8.869999","","","","D1 PROFILE","",""
"96122905709050","Nodes","5709050","21.000000","40.271776","DDS demands","Known Flow","584943.605000","138627.965000","","0.000000","","-5.969999","","","-5.338480","-5.969999","","","","D1 PROFILE","",""
"96122905709049","Nodes","5709049","21.000000","40.180699","DDS demands","Known Flow","584871.355000","138672.090000","","0.000000","","-5.940000","","","-5.311654","-5.940000","","","","D1 PROFILE","",""
"96122905709086","Nodes","-419866","21.000000","39.901493","DDS demands","Known Flow","584947.605000","138551.090000","","0.000000","","-3.739999","","","-3.344374","-3.739999","","","","D1 PROFILE","",""
"96122905709047","Nodes","5709047","21.000000","39.930614","Default Known Flow Node","Known Flow","584933.480000","138534.215000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709037","Nodes","5709037","21.000000","26.286824","DDS demands","Known Flow","584583.480000","138654.715000","","0.000000","","-6.040000","","","-5.401076","-6.040000","","","","D1 PROFILE","",""
"96122905709048","Nodes","5709048","21.000000","39.869064","DDS demands","Known Flow","584989.605000","138541.465000","","0.000000","","-4.519999","","","-4.041864","-4.519999","","","","D1 PROFILE","",""
"96122905709081","Nodes","-419853","21.000000","27.532455","Default Known Flow Node","Known Flow","584691.730000","138564.340000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709038","Nodes","5709038","21.000000","26.508184","DDS demands","Known Flow","584566.855000","138534.715000","","0.000000","","-6.550000","","","-5.857127","-6.550000","","","","D1 PROFILE","",""
"96122905709084","Nodes","-419861","21.000000","40.132251","DDS demands","Known Flow","584873.855000","138684.590000","","0.000000","","-2.549999","","","-2.280255","-2.549999","","","","D1 PROFILE","",""
"96122905709094","Nodes","-421717","21.000000","39.943592","DDS demands","Known Flow","584930.230000","138533.090000","","0.000000","","-1.720000","","","-1.538054","-1.720000","","","","D1 PROFILE","",""
"96122905709058","Nodes","5709058","21.000000","43.081087","Default Known Flow Node","Known Flow","585217.355000","138525.840000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709016","Nodes","5709016","21.000000","42.059594","DDS demands","Known Flow","585021.105000","138584.965000","","0.000000","","-4.730000","","","-4.229650","-4.730000","","","","D1 PROFILE","",""
"96122905709053","Nodes","5709053","21.000000","41.583666","Default Known Flow Node","Known Flow","585075.230000","138607.465000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709052","Nodes","5709052","21.000000","41.726006","DDS demands","Known Flow","585028.730000","138603.840000","","0.000000","","-5.429999","","","-4.855602","-5.429999","","","","D1 PROFILE","",""
"96122905709059","Nodes","5709059","21.000000","42.619966","DDS demands","Known Flow","585303.355000","138561.340000","","0.000000","","-7.840000","","","-7.010668","-7.840000","","","","D1 PROFILE","",""
"96122905709091","Nodes","-419890","21.000000","43.042897","DDS demands","Known Flow","585211.105000","138529.090000","","0.000000","","-2.440000","","","-2.181891","-2.440000","","","","D1 PROFILE","",""
"96122905709015","Nodes","5709015","21.000000","43.298674","DDS demands","Known Flow","585158.730000","138571.590000","","0.000000","","-17.020000","","","-15.219588","-17.020000","","","","D1 PROFILE","",""
"96122905709051","Nodes","5709051","21.000000","41.184525","DDS demands","Known Flow","584993.355000","138706.215000","","0.000000","","-8.079999","","","-7.225280","-8.079999","","","","D1 PROFILE","",""
"96122905709055","Nodes","5709055","21.000000","43.262637","DDS demands","Known Flow","585153.480000","138634.590000","","0.000000","","-5.670000","","","-5.070216","-5.670000","","","","D1 PROFILE","",""
"96122905709056","Nodes","5709056","21.000000","42.425673","DDS demands","Known Flow","585248.355000","138639.840000","","0.000000","","-13.640000","","","-12.197133","-13.640000","","","","D1 PROFILE","",""
"96122905709060","Nodes","5709060","21.000000","42.881102","DDS demands","Known Flow","585264.605000","138554.090000","","0.000000","","-7.219999","","","-6.456253","-7.219999","","","","D1 PROFILE","",""
"96122905709054","Nodes","5709054","21.000000","43.136374","DDS demands","Known Flow","585176.105000","138923.215000","","0.000000","","-14.869999","","","-13.297020","-14.869999","","","","D1 PROFILE","",""
"96122905709096","Nodes","-454998","21.000000","43.190082","DDS demands","Known Flow","585131.105000","138739.340000","","0.000000","","-11.600000","","","-10.372928","-11.600000","","","","D1 PROFILE","",""
"96122905709095","Nodes","-454997","21.000000","41.400205","DDS demands","Known Flow","584930.605000","138755.715000","","0.000000","","-11.170000","","","-9.988414","-11.170000","","","","D1 PROFILE","",""
"96122905709071","Nodes","-1644492","21.000000","44.317217","Default Known Flow Node","Known Flow","585109.105000","138229.590000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709072","Nodes","-1644493","21.000000","44.317217","Default Known Flow Node","Known Flow","585117.355000","138225.965000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709069","Nodes","-1478123","21.000000","41.549059","Default Known Flow Node","Known Flow","585079.855000","138614.340000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122905709070","Nodes","-1478124","21.000000","41.532033","DDS demands","Known Flow","585111.480000","138619.590000","","0.000000","","-2.769999","","","-2.476983","-2.769999","","","","D1 PROFILE","",""
"96122905709068","Nodes","-1478122","21.000000","41.453453","DDS demands","Known Flow","585073.605000","138654.215000","","0.000000","","-4.409999","","","-3.943500","-4.409999","","","","D1 PROFILE","",""
"96122900004055","Nodes","","21.000000","44.878649","Default Known Flow Node","Known Flow","585198.605000","138390.496250","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122900000002","Nodes","","21.000000","25.441667","Default Known Flow Node","Known Flow","584722.369977","138585.539125","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122900000001","Nodes","","21.000000","25.196957","Default Known Flow Node","Known Flow","584664.747210","138704.699478","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96122900000003","Nodes","","21.000000","23.343337","DDS demands","Known Flow","584658.182391","138729.414088","","0.000000","","-0.649999","","","-0.581241","-0.649999","","","","D1 PROFILE","",""
"96122900000005","Nodes","","21.000000","23.343887","DDS demands","Known Flow","584675.194871","138721.737725","","0.000000","","-5.110000","","","-4.569453","-5.110000","","","","D1 PROFILE","",""
"96122900000004","Nodes","","21.000000","23.342108","DDS demands","Known Flow","584689.847985","138715.125954","","0.000000","","-1.259999","","","-1.126714","-1.259999","","","","D1 PROFILE","",""
"961229-5709032","Nodes","5709032","21.000000","26.735676","Default Known Flow Node","Known Flow","584694.480000","138568.965000","","0.000000","","","","","0.000000","0.000000","","","","","",""
