"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-PL)"
"62505100000091","Nodes","91","21.000000","31.836102","DDS demands","Known Flow","234137.914361","677948.629659","","0.000000","","","","","-11.090000","","","","-9.916877","-11.090000","","","","","","","D1 PROFILE","","",""
"62505100000037","Nodes","37","21.000000","29.006694","Default Known Flow Node","Known Flow","234187.420764","678092.639537","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000046","Nodes","46","21.000000","28.864042","Default Known Flow Node","Known Flow","234277.513887","678087.018487","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000124","Nodes","124 Mitchell Drive Low Point","21.000000","22.131318","DDS demands","Known Flow","234843.588227","676952.473516","","0.000000","","","","","-11.870000","","","","-10.614366","-11.870000","","","","","","","D1 PROFILE","","",""
"62505100000158","Nodes","158","21.000000","23.616789","DDS demands","Known Flow","234937.325000","676918.710000","","0.000000","","","","","-7.280000","","","","-6.509906","-7.280000","","","","","","","D1 PROFILE","","",""
"62505100000185","Nodes","185","21.000000","24.290167","DDS demands","Known Flow","234976.042672","677029.962958","","0.000000","","","","","-0.750000","","","","-0.670663","-0.750000","","","","","","","D1 PROFILE","","",""
"62505100000076","Nodes","76","21.000000","23.929595","DDS demands","Known Flow","234987.253726","676997.239361","","0.000000","","","","","-9.020000","","","","-8.065845","-9.020000","","","","","","","D1 PROFILE","","",""
"62505100000075","Nodes","75","21.000000","24.158454","DDS demands","Known Flow","234955.950000","677062.710000","","0.000000","","","","","-4.719999","","","","-4.220708","-4.719999","","","","","","","D1 PROFILE","","",""
"62505100000153","Nodes","153","21.000000","25.332827","DDS demands","Known Flow","234625.461070","677494.577551","","0.000000","","","","","-2.039999","","","","-1.824204","-2.039999","","","","","","","D1 PROFILE","","",""
"62505100001007","Nodes","1007","21.000000","29.316726","Default Known Flow Node","Known Flow","234226.731250","678125.272500","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100001005","Nodes","1005","0.000000","28.333082","Default Known Flow Node","Known Flow","234274.678854","678136.206659","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000206","Nodes","206","21.000000","33.642158","DDS demands","Known Flow","234122.450000","680277.585000","","0.000000","","","","","-1.940000","","","","-1.734782","-1.940000","","","","","","","D1 PROFILE","","",""
"62505100000208","Nodes","208","21.000000","34.805221","Default Known Flow Node","Known Flow","234142.075000","680770.960000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000004","Nodes","Logger 9226, Westlade Cottage South, Darleith road","21.000000","32.244111","Default Known Flow Node","Known Flow","234106.320953","678114.563258","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000003","Nodes","Logger 9024, 59 Barrs Road","21.000000","28.270723","Default Known Flow Node","Known Flow","234349.843782","678083.713386","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000001","Nodes","Logger 9518, 11 Killmahew Avenue","21.000000","26.065599","Default Known Flow Node","Known Flow","234482.703111","678173.020030","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100803022","Nodes","803022","21.000000","26.014204","Default Known Flow Node","Known Flow","234616.575000","678063.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000005","Nodes","5","21.000000","26.101767","Default Known Flow Node","Known Flow","234622.575000","678123.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505104003050","Nodes","4003050","21.000000","24.308011","Default Known Flow Node","Known Flow","234976.950000","677187.210000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000006","Nodes","6","21.000000","25.332710","Default Known Flow Node","Known Flow","234625.455728","677494.595562","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000007","Nodes","7","0.000000","34.419732","Default Known Flow Node","Known Flow","234267.412904","680651.207909","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000008","Nodes","8","0.000000","34.419732","Default Known Flow Node","Known Flow","234264.681826","680642.056106","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000017","Nodes","17","0.000000","28.328687","Default Known Flow Node","Known Flow","234276.356128","678135.330265","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000021","Nodes","21","0.000000","25.508822","Default Known Flow Node","Known Flow","234448.882962","678063.482710","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000084","Nodes","84","0.000000","29.260600","Default Known Flow Node","Known Flow","234384.088432","677951.567060","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000082","Nodes","82","0.000000","26.406925","Default Known Flow Node","Known Flow","234403.137764","678012.904407","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000081","Nodes","81","0.000000","26.430870","Default Known Flow Node","Known Flow","234404.285126","678009.702953","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000088","Nodes","88","0.000000","26.616718","Default Known Flow Node","Known Flow","234401.089982","678006.724634","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000094","Nodes","94","0.000000","28.127691","Default Known Flow Node","Known Flow","234351.371620","678096.173465","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000098","Nodes","98","0.000000","28.716826","Default Known Flow Node","Known Flow","234257.038302","677985.452291","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000096","Nodes","96","0.000000","29.867587","Default Known Flow Node","Known Flow","234469.824266","677844.666211","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000099","Nodes","99","0.000000","28.716826","Default Known Flow Node","Known Flow","234271.945065","677983.793341","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000100","Nodes","100","0.000000","28.716826","Default Known Flow Node","Known Flow","234273.507250","677991.225552","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000101","Nodes","101","0.000000","28.716826","Default Known Flow Node","Known Flow","234271.945065","677970.775138","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000105","Nodes","105","0.000000","32.490444","Default Known Flow Node","Known Flow","234126.221663","677905.560682","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000102","Nodes","102","0.000000","32.513351","Default Known Flow Node","Known Flow","234114.932493","677893.346805","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000111","Nodes","111","0.000000","26.027856","Default Known Flow Node","Known Flow","234476.412435","677496.861372","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000108","Nodes","108","0.000000","27.767405","Default Known Flow Node","Known Flow","234320.087182","677609.597184","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000115","Nodes","115","0.000000","25.722324","Default Known Flow Node","Known Flow","234475.596576","677481.401463","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000112","Nodes","112","0.000000","24.019830","Default Known Flow Node","Known Flow","234515.172171","677409.889005","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000117","Nodes","117","0.000000","24.266531","Default Known Flow Node","Known Flow","234975.589724","677029.850801","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000109","Nodes","109","0.000000","27.745587","Default Known Flow Node","Known Flow","234333.684762","677626.967919","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000110","Nodes","110","0.000000","26.482190","Default Known Flow Node","Known Flow","234440.528804","677528.101418","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000113","Nodes","113","0.000000","23.741665","DDS demands","Known Flow","234616.331524","677435.817484","","0.000000","","","","","-6.429999","","","","-5.749820","-6.429999","","","","","","","D1 PROFILE","","",""
"625051000003032","Nodes","3032","21.000000","28.212875","Default Known Flow Node","Known Flow","234287.058759","678170.113912","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000135","Nodes","135","0.000000","23.290013","DDS demands","Known Flow","234741.879519","677914.020342","","0.000000","","","","","-19.899999","","","","-17.794935","-19.899999","","","","","","","D1 PROFILE","","",""
"62505100003022","Nodes","3022","0.000000","23.584420","DDS demands","Known Flow","234569.139245","678002.106818","","0.000000","","","","","-19.669999","","","","-17.589266","-19.669999","","","","","","","D1 PROFILE","","",""
"62505100000028","Nodes","28","0.000000","28.924574","DDS demands","Known Flow","234386.977813","677961.943242","","0.000000","","","","","-11.759999","","","","-10.516002","-11.759999","","","","","","","D1 PROFILE","","",""
"62505100000060","Nodes","60","0.000000","22.033841","DDS demands","Known Flow","234476.572520","677350.555358","","0.000000","","","","","-20.659999","","","","-18.474541","-20.659999","","","","","","","D1 PROFILE","","",""
"62505100000009","Nodes","9","0.000000","30.120765","Default Known Flow Node","Known Flow","234293.787667","677853.274673","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000010","Nodes","","0.000000","27.816821","Default Known Flow Node","Known Flow","234364.003882","678144.548299","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
