"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60207201462495","Nodes","1462495","21.000000","26.543019","Default Known Flow Node","Known Flow","328052.793131","728902.738779","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001000","Nodes","1000","21.000000","26.543019","DDS demands","Known Flow","328054.738422","728898.497549","","0.000000","","-27.830000","","","","","","","","-24.886084","-27.830000","","","","C2 PROFILE","","","","","","",""
"60207200000090","Nodes","90","21.000000","26.543019","Default Known Flow Node","Known Flow","328066.193425","728905.369551","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200000025","Nodes","25,","21.000000","26.656297","Default Known Flow Node","Known Flow","328101.295899","728795.876556","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001004","Nodes","1004","21.000000","27.565963","Default Known Flow Node","Known Flow","328164.367452","728528.614449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001029","Nodes","1029","21.000000","26.492701","Default Known Flow Node","Known Flow","328271.840908","728443.357578","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001003","Nodes","1003","21.000000","27.646718","Default Known Flow Node","Known Flow","328163.825452","728519.820446","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001005","Nodes","1005","21.000000","28.072511","Default Known Flow Node","Known Flow","328103.883436","728570.877460","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001011","Nodes","1011","21.000000","29.542296","Default Known Flow Node","Known Flow","327916.144385","728699.266495","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001013","Nodes","1013","21.000000","27.524398","Default Known Flow Node","Known Flow","328143.733447","728429.419422","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001019","Nodes","1019","21.000000","28.278834","Default Known Flow Node","Known Flow","327963.399398","728482.089436","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001023","Nodes","1023","21.000000","28.278834","Default Known Flow Node","Known Flow","327949.604394","728488.888438","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001024","Nodes","1024","21.000000","26.985361","Default Known Flow Node","Known Flow","328094.609433","728736.877505","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001030","Nodes","1030","21.000000","26.492701","Default Known Flow Node","Known Flow","328270.658481","728442.918425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001031","Nodes","1031","21.000000","29.303132","Default Known Flow Node","Known Flow","327806.567355","728558.804457","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001033","Nodes","1033","21.000000","29.577316","Default Known Flow Node","Known Flow","327819.235358","728599.835468","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001035","Nodes","1035","21.000000","26.543019","Default Known Flow Node","Known Flow","328052.530422","728903.311551","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001041","Nodes","1041","21.000000","26.492701","Default Known Flow Node","Known Flow","328270.993481","728441.989425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001050","Nodes","1050","21.000000","28.900735","Default Known Flow Node","Known Flow","327895.641379","728453.131428","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001051","Nodes","1051","21.000000","28.900735","Default Known Flow Node","Known Flow","327898.396380","728476.205435","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001032","Nodes","1032","21.000000","29.482631","Default Known Flow Node","Known Flow","327833.292362","728581.421463","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001053","Nodes","1053","21.000000","27.924700","Default Known Flow Node","Known Flow","328149.812448","728614.041472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001006","Nodes","1006","21.000000","27.924700","Default Known Flow Node","Known Flow","328134.477444","728613.389472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001054","Nodes","1054","21.000000","27.924700","Default Known Flow Node","Known Flow","328156.136450","728612.443472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001060","Nodes","1060","21.000000","26.543019","Default Known Flow Node","Known Flow","328090.843432","728909.364552","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200001020","Nodes","1020","21.000000","28.196021","Default Known Flow Node","Known Flow","327969.519399","728483.388436","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
